"sampleName","taxon","distance","degdays","counts","fracBySample"
"A1_T47_0m","Coleoptera_fa","0m",1326,1,0.00367647058823529
"A1_T47_0m","Collembola_fa","0m",1326,0,0
"A1_T47_0m","Debaryomycetaceae","0m",1326,0,0
"A1_T47_0m","Didymellaceae","0m",1326,0,0
"A1_T47_0m","Dipodascaceae","0m",1326,2,0.00735294117647059
"A1_T47_0m","Diptera_fa","0m",1326,1,0.00367647058823529
"A1_T47_0m","Dorylaimida_fa","0m",1326,0,0
"A1_T47_0m","Echinamoebida_fa","0m",1326,0,0
"A1_T47_0m","Eukaryota_unclassified","0m",1326,6,0.0220588235294118
"A1_T47_0m","Eustigmatales_fa","0m",1326,0,0
"A1_T47_0m","Haplotaxida_fa","0m",1326,0,0
"A1_T47_0m","Haptoria","0m",1326,9,0.0330882352941176
"A1_T47_0m","Herpotrichiellaceae","0m",1326,0,0
"A1_T47_0m","Hypotrichia","0m",1326,0,0
"A1_T47_0m","Insecta_unclassified","0m",1326,0,0
"A1_T47_0m","Leptosphaeriaceae","0m",1326,0,0
"A1_T47_0m","Mammalia_fa","0m",1326,3,0.0110294117647059
